lokasi,bulan,tanggal,account,kode_unit,id_unit,nama_unit,jenis_unit,kategori,kegiatan,remark,jumlah_jam
SUNGAI DANAU,Aug,2026-08-20,641102127100332 115,271-003,271003,ARM ROLL HINO 130 HD DA 8508 JG 271-003,Arm Roll,TR,WS-PERBAIKAN UNIT,271-003 GNT SEAL ROD ARM,2.0
SUNGAI DANAU,Aug,2026-08-20,641102125103832 085,251-038,251038,DUMP TRUCK HINO 130 HD DA 8675 CO 251-038,DT,TR,WS-PERBAIKAN UNIT,251-038 EVAKUASI PATAH AS PENDEK DI NURS,6.0
SUNGAI DANAU,Aug,2026-08-20,641102126101432 165,261-014,261014,TRUCK TANGKI HINO 130 HD DA 8598 CN 261-014,Truk Tangki,TR,WS-PERBAIKAN UNIT,261-014 GNT BIRING RODA FR,4.0
SUNGAI DANAU,Aug,2026-08-20,641102126200432 065,262-004,262004,TRUCK TANGKI HINO 130 HD DA 8567 CP 262-004,Truk Tangki,TR,WS-PERBAIKAN UNIT,262-004 EVAKUASI ELEKTRIK STATER,2.0
SUNGAI DANAU,Aug,2026-08-20,641102126200832 165,262-008,262008,TRUCK TANGKI HINO FG 235 DA 8343 JD 262-008,Truk Tangki,TR,WS-PERBAIKAN UNIT,262-008 GNT BAN RR RH BOCOR,4.0
SUNGAI DANAU,Aug,2026-08-21,641102127100132 115,271-001,271001,ARM ROLL HINO 130 HD DA 8590 CQ 271-001,Arm Roll,TR,WS-PERBAIKAN UNIT,271-001 PASANG SEAL BOOM ARM,6.0
SUNGAI DANAU,Aug,2026-08-21,661202000000095 023,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,DA 8119 JE BIKIN DUDUKAN LAMPU,2.0
SUNGAI DANAU,Aug,2026-08-21,641102125104132 165,251-041,251041,DUMP TRUCK HINO 130 HD DA 8680 CO 251-041,DT,TR,WS-PERBAIKAN UNIT,251-041 PASANG BAN BARU RR 2,1.0
SUNGAI DANAU,Aug,2026-08-21,661202000000095 012,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,PERAWATAN WALET,3.0
SUNGAI DANAU,Aug,2026-08-21,641102123100332 095,231-003,231003,BUS ISUZU MINI BUS F 7120 AB/DA 7026 TAJ 231-003,Rental Bus,TR,WS-PERBAIKAN UNIT,231-003 PRBKN DEMPUL BODY BUS,10.0
SUNGAI DANAU,Aug,2026-08-21,641102126200432 065,262-004,262004,TRUCK TANGKI HINO 130 HD DA 8567 CP 262-004,Truk Tangki,TR,WS-PERBAIKAN UNIT,262-004 CEK ACCU,1.0
SUNGAI DANAU,Aug,2026-08-21,641102125103832 165,251-038,251038,DUMP TRUCK HINO 130 HD DA 8675 CO 251-038,DT,TR,WS-PERBAIKAN UNIT,251-038 GNT BAN SEREP RR LH,1.0
SUNGAI DANAU,Aug,2026-08-21,641102125105532 095,251-055,251055,DUMP TRUCK HINO 130 HD DA 8015 CZ 251-055,DT,TR,WS-PERBAIKAN UNIT,251-055 GNT TALI PTO,2.0
SUNGAI DANAU,Aug,2026-08-21,641102125103732 065,251-037,251037,DUMP TRUCK HINO 130 HD DA 8674 CO 251-037,DT,TR,WS-PERBAIKAN UNIT,251-037 PSNG GPS,1.0
SUNGAI DANAU,Aug,2026-08-21,661202000000095 013,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,"DA 8116 JE GNT FILTER, PRBKN LOCK",2.0
SUNGAI DANAU,Aug,2026-08-21,641102126101432 165,261-014,261014,TRUCK TANGKI HINO 130 HD DA 8598 CN 261-014,Truk Tangki,TR,WS-PERBAIKAN UNIT,261-014 GNT BIRING FR LH + SEAL RODA,1.0
SUNGAI DANAU,Aug,2026-08-21,641102127100132 165,271-001,271001,ARM ROLL HINO 130 HD DA 8590 CQ 271-001,Arm Roll,TR,WS-PERBAIKAN UNIT,271-001 RAKIT BAN KOTA BARU,1.0
SUNGAI DANAU,Aug,2026-08-21,641102126201031 075,262-010,262010,TRUCK TANGKI HINO FM 260 DA 8112 JI 262-010,Truk Tangki,TR,WS-PERBAIKAN UNIT,"262-010 SERVICE GNT OLI A, CK BAUT RODA",1.0
SUNGAI DANAU,Aug,2026-08-21,661202000000095 013,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,DA 8116 JE GNT KAMPAS REM RR RH LH,3.0
SUNGAI DANAU,Aug,2026-08-21,641102127100132 115,271-001,271001,ARM ROLL HINO 130 HD DA 8590 CQ 271-001,Arm Roll,TR,WS-PERBAIKAN UNIT,271-001 LANJUT PSNG SEAL ROD LOCK ARMROL,8.0
SUNGAI DANAU,Aug,2026-08-21,641102126200832 165,262-008,262008,TRUCK TANGKI HINO FG 235 DA 8343 JD 262-008,Truk Tangki,TR,WS-PERBAIKAN UNIT,"262-008 BONGKAR BAN BOCOR,",1.0
SUNGAI DANAU,Aug,2026-08-21,661202000000095 012,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,PRBKN INSTALASI MESS KARYAWAN,2.5
SUNGAI DANAU,Aug,2026-08-21,641102123100332 095,231-003,231003,BUS ISUZU MINI BUS F 7120 AB/DA 7026 TAJ 231-003,Rental Bus,TR,WS-PERBAIKAN UNIT,"231-003 LANJUT DEMPUL BODY, CUCI UNIT BU",8.0
SUNGAI DANAU,Aug,2026-08-21,641202120000031 052,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,PRBKN PONDASI KOMPRESOR,1.0
SUNGAI DANAU,Aug,2026-08-21,641102126200832 165,262-008,262008,TRUCK TANGKI HINO FG 235 DA 8343 JD 262-008,Truk Tangki,TR,WS-PERBAIKAN UNIT,262-008 STORI ANTAR BAN 1100 DI POS 1,1.0
SUNGAI DANAU,Aug,2026-08-21,641202120000031 052,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,RAKIT BAN SEREP,1.0
SUNGAI DANAU,Aug,2026-08-21,641102126200432 065,262-004,262004,TRUCK TANGKI HINO 130 HD DA 8567 CP 262-004,Truk Tangki,TR,WS-PERBAIKAN UNIT,262-004 GNT ACCU BARU,2.0
SUNGAI DANAU,Aug,2026-08-21,641102123100132 165,231-001,231001,BUS HINO 130 MDBL DA 9577 CL/ DA 7219 CD 231-001,Rental Bus,TR,WS-PERBAIKAN UNIT,231-001 GNT BAN RR RH,2.0
SUNGAI DANAU,Aug,2026-08-22,641202120000031 052,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,KERJA BAKTI,1.0
SUNGAI DANAU,Aug,2026-08-22,641102125103432 045,251-034,251034,DUMP TRUCK HINO 130 HD DA 8206 CF 251-034,DT,TR,WS-PERBAIKAN UNIT,"251-034 PRBKN REM, GNT SEAL, KAMPAS REM",7.0
SUNGAI DANAU,Aug,2026-08-22,641102127100132 165,271-001,271001,ARM ROLL HINO 130 HD DA 8590 CQ 271-001,Arm Roll,TR,WS-PERBAIKAN UNIT,271-001 PSNG BAN KOTA BARU,2.0
SUNGAI DANAU,Aug,2026-08-22,641102123100332 095,231-003,231003,BUS ISUZU MINI BUS F 7120 AB/DA 7026 TAJ 231-003,Rental Bus,TR,WS-PERBAIKAN UNIT,231-003 EPOXI CAT BUS,3.0
SUNGAI DANAU,Aug,2026-08-22,641102123100332 095,231-003,231003,BUS ISUZU MINI BUS F 7120 AB/DA 7026 TAJ 231-003,Rental Bus,TR,WS-PERBAIKAN UNIT,231-003 PSNG KORAN TUTUP KACA & CAT EPOX,18.0
SUNGAI DANAU,Aug,2026-08-22,641102123100632 095,231-006,231006,BUS ISUZU NQR 231-006,,TR,WS-PERBAIKAN UNIT,"231-006 DEMPUL BODY, PASANG SKOTLET",2.0
SUNGAI DANAU,Aug,2026-08-22,661202000000095 013,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,MONITORING BANGUNAN WALET AFD I,2.0
SUNGAI DANAU,Aug,2026-08-22,641202120000031 052,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,AMBIL BAN DI PINANG 8 BIJI,2.0
SUNGAI DANAU,Aug,2026-08-22,641102123100532 025,231-005,231005,BUS HINO 130 MDBL DA 8705 CO 231-005,Rental Bus,TR,WS-PERBAIKAN UNIT,231-005 GNT TENSIONER AC,3.0
SUNGAI DANAU,Aug,2026-08-22,641102125104432 165,251-044,251044,DUMP TRUCK HINO 130HD DA 8571 CP 251-044,DT,TR,WS-PERBAIKAN UNIT,251-044 GNT BAN SEREP RR LH,3.0
SUNGAI DANAU,Aug,2026-08-23,641102123100332 095,231-003,231003,BUS ISUZU MINI BUS F 7120 AB/DA 7026 TAJ 231-003,Rental Bus,TR,WS-PERBAIKAN UNIT,"231-003 PRBN BODY BUS RR ATAS KACA, CAT",4.0
SUNGAI DANAU,Aug,2026-08-23,641102125103432 125,251-034,251034,DUMP TRUCK HINO 130 HD DA 8206 CF 251-034,DT,TR,WS-PERBAIKAN UNIT,"251-034 GNT KINGPIN RH LH, SIL REM, BIRI",8.0
SUNGAI DANAU,Aug,2026-08-23,641102123100432 025,231-004,231004,BUS HINO 130 MDBL DA 7445 CD 231-004,Rental Bus,TR,WS-PERBAIKAN UNIT,231-004 BERSIHKAN EVAPORATOR AC,3.0
SUNGAI DANAU,Aug,2026-08-23,661202000000095 013,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,MONITORING BANGUNAN WALET  AFD I,2.0
SUNGAI DANAU,Aug,2026-08-23,641102125103432 125,251-034,251034,DUMP TRUCK HINO 130 HD DA 8206 CF 251-034,DT,TR,WS-PERBAIKAN UNIT,"251-034 GNT KINGPIN RH LH, SIL REM, BIRI",8.0
SUNGAI DANAU,Aug,2026-08-23,641102126200631 075,262-006,262006,TRUCK TANGKI HINO FG 235 DA 8171 CR 262-006,Truk Tangki,TR,WS-PERBAIKAN UNIT,262-006 SERVICE GNT OLI D,2.0
SUNGAI DANAU,Aug,2026-08-23,661202000000095 033,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,DA 8987 CL PRBKN ELEKTRIK LAMPU & RITING,2.0
SUNGAI DANAU,Aug,2026-08-23,641102125103832 085,251-038,251038,DUMP TRUCK HINO 130 HD DA 8675 CO 251-038,DT,TR,WS-PERBAIKAN UNIT,251-038 BONGKAR GARDAN,2.0
SUNGAI DANAU,Aug,2026-08-23,641102125103832 085,251-038,251038,DUMP TRUCK HINO 130 HD DA 8675 CO 251-038,DT,TR,WS-PERBAIKAN UNIT,"251-038 PRBKN GARDAN, GNT KINGPIN RH & W",6.0
SUNGAI DANAU,Aug,2026-08-23,661202000000095 013,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,DA 8135 CK EVAKUASI UNIT TAKANG,4.0
SUNGAI DANAU,Aug,2026-08-23,641102123100332 095,231-003,231003,BUS ISUZU MINI BUS F 7120 AB/DA 7026 TAJ 231-003,Rental Bus,TR,WS-PERBAIKAN UNIT,"231-003 LANJUT CAT BODY, BERSIHKAN KACA",8.0
SUNGAI DANAU,Aug,2026-08-24,641102123100132 135,231-001,231001,BUS HINO 130 MDBL DA 9577 CL/ DA 7219 CD 231-001,Rental Bus,TR,WS-PERBAIKAN UNIT,231-001 GNT PIN SPG RR LH PATAH,4.0
SUNGAI DANAU,Aug,2026-08-24,641102125103732 165,251-037,251037,DUMP TRUCK HINO 130 HD DA 8674 CO 251-037,DT,TR,WS-PERBAIKAN UNIT,251-037 GNT SEAL BOREM & GNT JOINT PTO,2.0
SUNGAI DANAU,Aug,2026-08-24,641102126101332 165,261-013,261013,TRUCK TANGKI HINO 130 HD DA 8597 CN 261-013,Truk Tangki,TR,WS-PERBAIKAN UNIT,261-013 GNT VELG 1,1.0
SUNGAI DANAU,Aug,2026-08-24,641102127100331 075,271-003,271003,ARM ROLL HINO 130 HD DA 8508 JG 271-003,Arm Roll,TR,WS-PERBAIKAN UNIT,271-003 SERVICE GANTI OLI F,3.0
SUNGAI DANAU,Aug,2026-08-24,641102125103732 165,251-037,251037,DUMP TRUCK HINO 130 HD DA 8674 CO 251-037,DT,TR,WS-PERBAIKAN UNIT,251-037 GNT SEAL BOREM & GNT JOINT PTO,4.0
SUNGAI DANAU,Aug,2026-08-24,641102123100332 095,231-003,231003,BUS ISUZU MINI BUS F 7120 AB/DA 7026 TAJ 231-003,Rental Bus,TR,WS-PERBAIKAN UNIT,231-003 PRBKN LOCK PINTU FR RH,2.0
SUNGAI DANAU,Aug,2026-08-24,641102125104432 125,251-044,251044,DUMP TRUCK HINO 130HD DA 8571 CP 251-044,DT,TR,WS-PERBAIKAN UNIT,"251-044 GNT TIEROD RH, GNT SHOCK RH",2.0
SUNGAI DANAU,Aug,2026-08-24,661202000000095 013,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,MONITORING BANGUNAN WALET AFD I,2.0
SUNGAI DANAU,Aug,2026-08-24,641102123100132 135,231-001,231001,BUS HINO 130 MDBL DA 9577 CL/ DA 7219 CD 231-001,Rental Bus,TR,WS-PERBAIKAN UNIT,231-001 GNT PEN SPG RR LH PATAH,1.0
SUNGAI DANAU,Aug,2026-08-24,641102125106432 165,251-064,251064,DUMPTRUCK HINO 136 HDX 251-064,DT,TR,WS-PERBAIKAN UNIT,251-064 GNT BAN KOTA BARU 2,1.0
SUNGAI DANAU,Aug,2026-08-24,661202000000095 023,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,BONGKAR PASANG AC PLASMA BKB,5.0
SUNGAI DANAU,Aug,2026-08-24,641102126200332 135,262-003,262003,TRUCK TANGKI HINO 130 HD DA 8569 CP 262-003,Truk Tangki,TR,WS-PERBAIKAN UNIT,262-003 GNT SPG RR RH,4.0
SUNGAI DANAU,Aug,2026-08-24,641102123100132 165,231-001,231001,BUS HINO 130 MDBL DA 9577 CL/ DA 7219 CD 231-001,Rental Bus,TR,WS-PERBAIKAN UNIT,231-001 GNT BAN RIMBA BARU 2 RR RH,2.0
SUNGAI DANAU,Aug,2026-08-24,641102126200332 135,262-003,262003,TRUCK TANGKI HINO 130 HD DA 8569 CP 262-003,Truk Tangki,TR,WS-PERBAIKAN UNIT,262-003 GNT SPG HLP RR RH,2.0
SUNGAI DANAU,Aug,2026-08-24,661202000000095 053,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,DA 8136 XX BONGKAR MASTER KOPLING ATAS B,2.0
SUNGAI DANAU,Aug,2026-08-24,641102126101432 135,261-014,261014,TRUCK TANGKI HINO 130 HD DA 8598 CN 261-014,Truk Tangki,TR,WS-PERBAIKAN UNIT,261-014 GNT SPG RR RH LH,6.0
SUNGAI DANAU,Aug,2026-08-24,641102125106032 095,251-060,251060,DUMP TRUCK HINO 130HD DA 8476 JJ 251-060,DT,TR,WS-PERBAIKAN UNIT,"251-060 PRBKN LOCK PINTU BAK DUMP, LAS B",2.0
SUNGAI DANAU,Aug,2026-08-24,641102123100332 095,231-003,231003,BUS ISUZU MINI BUS F 7120 AB/DA 7026 TAJ 231-003,Rental Bus,TR,WS-PERBAIKAN UNIT,231-003 PSNG GREDER LOCK PINTU + RAKIT L,1.0
SUNGAI DANAU,Aug,2026-08-24,641202120000034 012,261-007,261007,TRUCK TANGKI HINO 130 HD DA 9526 CI/DA 8013 CM 261-007,Truk Tangki,TR,WS-PERBAIKAN UNIT,261-007 SERVIS REM FR,2.0
SUNGAI DANAU,Aug,2026-08-24,641102126101432 135,261-014,261014,TRUCK TANGKI HINO 130 HD DA 8598 CN 261-014,Truk Tangki,TR,WS-PERBAIKAN UNIT,261-014 GNT CENTERBOLT RR RH LH,2.0
SUNGAI DANAU,Aug,2026-08-24,641102126200332 095,262-003,262003,TRUCK TANGKI HINO 130 HD DA 8569 CP 262-003,Truk Tangki,TR,WS-PERBAIKAN UNIT,262-003 LAS DUDUKAN TANGKI CPO + KENCANG,1.0
SUNGAI DANAU,Aug,2026-08-24,641102125104132 145,251-041,251041,DUMP TRUCK HINO 130 HD DA 8680 CO 251-041,DT,TR,WS-PERBAIKAN UNIT,251-041 GNT KOPLING ATAS,1.0
SUNGAI DANAU,Aug,2026-08-24,641102125104732 165,251-047,251047,DUMP TRUCK HINO 130 HD DA 8923 CV 251-047,DT,TR,WS-PERBAIKAN UNIT,251-047 EVAKUASI BAN RR DI FFD,2.0
SUNGAI DANAU,Aug,2026-08-24,641102125104432 165,251-044,251044,DUMP TRUCK HINO 130HD DA 8571 CP 251-044,DT,TR,WS-PERBAIKAN UNIT,251-044 EVAKUASI BAN BOCOR FR DI FFD,2.0
SUNGAI DANAU,Aug,2026-08-25,661202000000095 013,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,MONITORING BANGUNAN WALET AFD I,2.0
SUNGAI DANAU,Aug,2026-08-25,641102123100332 095,231-003,231003,BUS ISUZU MINI BUS F 7120 AB/DA 7026 TAJ 231-003,Rental Bus,TR,WS-PERBAIKAN UNIT,231-003 PASANG TUTUP KACA UNTUK PERSIAPA,8.0
SUNGAI DANAU,Aug,2026-08-25,641102126101432 095,261-014,261014,TRUCK TANGKI HINO 130 HD DA 8598 CN 261-014,Truk Tangki,TR,WS-PERBAIKAN UNIT,"261-014 GNT BRAKET BUMPER, KLAM KNALPOT,",4.0
SUNGAI DANAU,Aug,2026-08-25,641102125104432 165,251-044,251044,DUMP TRUCK HINO 130HD DA 8571 CP 251-044,DT,TR,WS-PERBAIKAN UNIT,251-044 GNT BAN FR,4.0
SUNGAI DANAU,Aug,2026-08-25,641102126200332 095,262-003,262003,TRUCK TANGKI HINO 130 HD DA 8569 CP 262-003,Truk Tangki,TR,WS-PERBAIKAN UNIT,"262-003 LAS TANGKI BAGIAN DALAM, STEL KO",2.0
SUNGAI DANAU,Aug,2026-08-25,641102123100332 095,231-003,231003,BUS ISUZU MINI BUS F 7120 AB/DA 7026 TAJ 231-003,Rental Bus,TR,WS-PERBAIKAN UNIT,"231-003 CAT FULL BODY BUS, CAT BIRU & CA",14.0
SUNGAI DANAU,Aug,2026-08-25,641102126200932 095,262-009,262009,TRUCK TANGKI HINO FG 235 JK DA 8110 JI 262-009,Truk Tangki,TR,WS-PERBAIKAN UNIT,"262-009 LAS TANGKI CPO, KLAM TANGKI SOLA",4.0
SUNGAI DANAU,Aug,2026-08-25,641102125103432 095,251-034,251034,DUMP TRUCK HINO 130 HD DA 8206 CF 251-034,DT,TR,WS-PERBAIKAN UNIT,"251-034 GNT KNALPOT, GNT BAUT NUT",2.0
SUNGAI DANAU,Aug,2026-08-25,641102126200732 095,262-007,262007,TRUCK TANGKI HINO FG 235 DA 8342 JD 262-007,Truk Tangki,TR,WS-PERBAIKAN UNIT,"262-007 LAS TANGKI, CPO DALAM, GNT SPG,",4.0
SUNGAI DANAU,Aug,2026-08-25,661202000000095 013,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,PRBKN INSTALASI INTI BKB,2.0
SUNGAI DANAU,Aug,2026-08-26,661202000000095 053,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,DA 8136 XX PRBKN SEAL KOPLING ATAS BAWAH,8.0
SUNGAI DANAU,Aug,2026-08-26,641102126200832 095,262-008,262008,TRUCK TANGKI HINO FG 235 DA 8343 JD 262-008,Truk Tangki,TR,WS-PERBAIKAN UNIT,"262-008 LAS TANGKI CPO, STEL REM, BERSIH",5.0
SUNGAI DANAU,Aug,2026-08-26,661202000000095 023,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,PASANG AC PLASMA BKB,7.0
SUNGAI DANAU,Aug,2026-08-26,641102125104531 075,251-045,251045,DUMP TRUCK HINO 130 HD DA 8643 CQ 251-045,DT,TR,WS-PERBAIKAN UNIT,251-045 SERVICE GNTI OLI F,4.0
SUNGAI DANAU,Aug,2026-08-26,641102126200731 165,262-007,262007,TRUCK TANGKI HINO FG 235 DA 8342 JD 262-007,Truk Tangki,TR,WS-PERBAIKAN UNIT,262-007 GNT BAN KOTA BARU 2,2.0
SUNGAI DANAU,Aug,2026-08-26,641102125104432 125,251-044,251044,DUMP TRUCK HINO 130HD DA 8571 CP 251-044,DT,TR,WS-PERBAIKAN UNIT,251-044 BONGKAR AS BALAK,5.0
SUNGAI DANAU,Aug,2026-08-26,641102125103731 165,251-037,251037,DUMP TRUCK HINO 130 HD DA 8674 CO 251-037,DT,TR,WS-PERBAIKAN UNIT,251-037 GNT BAN KOTA BARU 1 KANAN,2.0
SUNGAI DANAU,Aug,2026-08-26,641102127100131 165,271-001,271001,ARM ROLL HINO 130 HD DA 8590 CQ 271-001,Arm Roll,TR,WS-PERBAIKAN UNIT,271-001 GNT BAN KOTA BARU 1 LH,1.0
SUNGAI DANAU,Aug,2026-08-26,641102125104432 125,251-044,251044,DUMP TRUCK HINO 130HD DA 8571 CP 251-044,DT,TR,WS-PERBAIKAN UNIT,251-044 GNT KINGPEN,1.0
SUNGAI DANAU,Aug,2026-08-26,641102127100332 165,271-003,271003,ARM ROLL HINO 130 HD DA 8508 JG 271-003,Arm Roll,TR,WS-PERBAIKAN UNIT,271-003 TAMBAL BAN RH DALAM,1.0
SUNGAI DANAU,Aug,2026-08-26,661202000000095 053,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,DA 8136 XX LANJUT PRBKN PEMADAM PKS,6.0
SUNGAI DANAU,Aug,2026-08-26,641102125103631 075,251-036,251036,DUMP TRUCK HINO 130 HD DA 8209 CF 251-036,DT,TR,WS-PERBAIKAN UNIT,251-036 SERVICE GANTI OLI F,2.0
SUNGAI DANAU,Aug,2026-08-26,641102125104432 125,251-044,251044,DUMP TRUCK HINO 130HD DA 8571 CP 251-044,DT,TR,WS-PERBAIKAN UNIT,251-044 GNATI AS BALAK & GNTI KINGPEN,8.0
SUNGAI DANAU,Aug,2026-08-26,641102131100232 075,311-002,311002,TRAILER MITSUBISHI FV 419P DA 9295 CC 311-002,Trailler,AB,WS-PERBAIKAN UNIT,311-002 CEK ENGINE + RADIATOR,1.0
SUNGAI DANAU,Aug,2026-08-26,641102125104732 165,251-047,251047,DUMP TRUCK HINO 130 HD DA 8923 CV 251-047,DT,TR,WS-PERBAIKAN UNIT,251-047 TAMBAL BAN RR,2.0
SUNGAI DANAU,Aug,2026-08-26,641202130000034 013,311-002,311002,TRAILER MITSUBISHI FV 419P DA 9295 CC 311-002,Trailler,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,311-002 MOBILISASI EXCA,2.0
SUNGAI DANAU,Aug,2026-08-26,641102126200432 065,262-004,262004,TRUCK TANGKI HINO 130 HD DA 8567 CP 262-004,Truk Tangki,TR,WS-PERBAIKAN UNIT,262-004 EVAKUASI GNT KEPALAH AKI PATAH,1.0
SUNGAI DANAU,Aug,2026-08-26,641102125104732 165,251-047,251047,DUMP TRUCK HINO 130 HD DA 8923 CV 251-047,DT,TR,WS-PERBAIKAN UNIT,251-047 TAMBAL BAN FR RH,1.0
SUNGAI DANAU,Aug,2026-08-26,641102131100232 065,311-002,311002,TRAILER MITSUBISHI FV 419P DA 9295 CC 311-002,Trailler,AB,WS-PERBAIKAN UNIT,311-002 PRBKN LAMPU MATI DI BB2,1.0
SUNGAI DANAU,Aug,2026-08-26,641202130000034 013,311-002,311002,TRAILER MITSUBISHI FV 419P DA 9295 CC 311-002,Trailler,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,311-002 MOBILISASI COMPACT,3.0
SUNGAI DANAU,Aug,2026-08-27,641102125104231 075,251-042,251042,DUMP TRUCK HINO 130 HD DA 8681 CO 251-042,DT,TR,WS-PERBAIKAN UNIT,251-042 SERVICE GNT OLI,2.0
SUNGAI DANAU,Aug,2026-08-27,661202000000095 053,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,DA 8136 XX PRBKN PEMADAM PKS,8.0
SUNGAI DANAU,Aug,2026-08-27,641102126200732 135,262-007,262007,TRUCK TANGKI HINO FG 235 DA 8342 JD 262-007,Truk Tangki,TR,WS-PERBAIKAN UNIT,262-007 BONGKAR SPG FR,4.0
SUNGAI DANAU,Aug,2026-08-27,641202120000031 052,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,AMBIL BAN KE PINANG,1.0
SUNGAI DANAU,Aug,2026-08-27,641202130000034 013,311-002,311002,TRAILER MITSUBISHI FV 419P DA 9295 CC 311-002,Trailler,AB,WS-PERBAIKAN UNIT,311-002 MOBILISASI DOZER,4.0
SUNGAI DANAU,Aug,2026-08-27,661202000000095 013,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,MONITORING BANGUNAN WALET AFD I,2.0
SUNGAI DANAU,Aug,2026-08-27,641102125104132 135,251-041,251041,DUMP TRUCK HINO 130 HD DA 8680 CO 251-041,DT,TR,WS-PERBAIKAN UNIT,"251-041 GNT CENTERBOLT RR LH, REM",3.0
SUNGAI DANAU,Aug,2026-08-27,641102123100332 015,231-003,231003,BUS ISUZU MINI BUS F 7120 AB/DA 7026 TAJ 231-003,Rental Bus,TR,WS-PERBAIKAN UNIT,231-003 PRBKN AC MATI,1.0
SUNGAI DANAU,Aug,2026-08-27,641102123100132 065,231-001,231001,BUS HINO 130 MDBL DA 9577 CL/ DA 7219 CD 231-001,Rental Bus,TR,WS-PERBAIKAN UNIT,231-001 PRBKN ACCU DI FFD INTI,2.0
SUNGAI DANAU,Aug,2026-08-27,641102127100432 095,271-004,271004,ARM ROLL HINO 130 HD DA 8337 JJ 271-004,Arm Roll,TR,WS-PERBAIKAN UNIT,271-004 PRBKN BAK AMROLL,1.0
SUNGAI DANAU,Aug,2026-08-27,641102125104132 135,251-041,251041,DUMP TRUCK HINO 130 HD DA 8680 CO 251-041,DT,TR,WS-PERBAIKAN UNIT,251-041 GNT CENTERBOLT RR + REM,2.0
SUNGAI DANAU,Aug,2026-08-27,661202000000095 023,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,GANTI SAMBUNGAN AC PLASMA BKB,2.0
SUNGAI DANAU,Aug,2026-08-27,641102125105432 045,251-054,251054,DUMP TRUCK HINO 130 HD DA 8016 CZ 251-054,DT,TR,WS-PERBAIKAN UNIT,251-054 GNT CYLINDER KOPLING ATAS,1.0
SUNGAI DANAU,Aug,2026-08-27,641102127100132 125,271-001,271001,ARM ROLL HINO 130 HD DA 8590 CQ 271-001,Arm Roll,TR,WS-PERBAIKAN UNIT,271-001 PRBKN LABRANG,1.0
SUNGAI DANAU,Aug,2026-08-27,641102126200932 165,262-009,262009,TRUCK TANGKI HINO FG 235 JK DA 8110 JI 262-009,Truk Tangki,TR,WS-PERBAIKAN UNIT,262-009 GNT BAN KOTA BARU 1 FR,1.0
SUNGAI DANAU,Aug,2026-08-27,641102127100132 095,271-001,271001,ARM ROLL HINO 130 HD DA 8590 CQ 271-001,Arm Roll,TR,WS-PERBAIKAN UNIT,271-001 PRBKN ROD DUMP,4.0
SUNGAI DANAU,Aug,2026-08-27,641102131100232 065,311-002,311002,TRAILER MITSUBISHI FV 419P DA 9295 CC 311-002,Trailler,AB,WS-PERBAIKAN UNIT,311-002 GNT DINAMO STAR,2.0
SUNGAI DANAU,Aug,2026-08-27,661202000000095 013,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,PRBKN INSTALASI MESS KARYAWAN INTI BKB,1.5
SUNGAI DANAU,Aug,2026-08-27,641102125104032 165,251-040,251040,DUMP TRUCK HINO 130 HD DA 8679 CO 251-040,DT,TR,WS-PERBAIKAN UNIT,251-040 EVAKUASI GNT BAN,3.0
SUNGAI DANAU,Aug,2026-08-27,641102126200732 135,262-007,262007,TRUCK TANGKI HINO FG 235 DA 8342 JD 262-007,Truk Tangki,TR,WS-PERBAIKAN UNIT,262-007 LANJUTKAN GNT SPG FR,5.0
SUNGAI DANAU,Aug,2026-08-27,641102125106332 165,251-063,251063,DUMPTRUCK 136 HDX 251-063,DT,TR,WS-PERBAIKAN UNIT,251-063 GNT BAN SEREP FR RH & SATUI TIMU,5.0
