tanggal,bulan,bulan_no,lokasi,kelompok,jenis_pemeliharaan,kategori_sparepart,tipe_biaya,nama_unit,biaya,keterangan
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8679 CO 251-040,73870.52,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8679 CO 251-040,4718447.6,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8679 CO 251-040,216292.73,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8679 CO 251-040,348778.21,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8679 CO 251-040,82420.82,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8679 CO 251-040,1759263.22,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8680 CO 251-041,184275.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8680 CO 251-041,360155.13,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8680 CO 251-041,73870.52,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8680 CO 251-041,448383.61,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8680 CO 251-041,964783.92,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8680 CO 251-041,395530.62,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8680 CO 251-041,72334.04,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,FINAL DRIVE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8680 CO 251-041,225000.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8680 CO 251-041,238775.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,STEERING SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8680 CO 251-041,4028290.98,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8680 CO 251-041,1687237.73,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,TRANSMISSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8680 CO 251-041,352350.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8681 CO 251-042,73870.52,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8681 CO 251-042,52553.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8681 CO 251-042,31800.57,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8681 CO 251-042,10108.36,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,STEERING SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8681 CO 251-042,879450.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130HD DA 8571 CP 251-044,286205.13,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130HD DA 8571 CP 251-044,73870.52,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMP TRUCK HINO 130HD DA 8571 CP 251-044,17683650.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,STEERING SYSTEM,SPAREPART,DUMP TRUCK HINO 130HD DA 8571 CP 251-044,12000.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130HD DA 8571 CP 251-044,393350.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8643 CQ 251-045,286205.13,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8643 CQ 251-045,3636582.6,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8643 CQ 251-045,213879.63,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8643 CQ 251-045,29110.82,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8643 CQ 251-045,119444.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,FINAL DRIVE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8643 CQ 251-045,112500.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8643 CQ 251-045,15395.44,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8643 CQ 251-045,100698.18,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8642 CQ 251-046,52553.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8642 CQ 251-046,425000.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8642 CQ 251-046,367005.56,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8923 CV 251-047,356508.39,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,TRANSMISSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8923 CV 251-047,173638.6,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8923 CV 251-047,4131153.95,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8923 CV 251-047,1102712.34,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8923 CV 251-047,196441.16,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8923 CV 251-047,6721.73,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8923 CV 251-047,9678.36,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,STEERING SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8923 CV 251-047,6500.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8923 CV 251-047,580669.36,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8921 CV 251-048,4718447.6,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8921 CV 251-048,431602.3,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8921 CV 251-048,899677.89,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8921 CV 251-048,12650.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8921 CV 251-048,31800.57,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,FINAL DRIVE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8921 CV 251-048,172500.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8921 CV 251-048,596594.27,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8921 CV 251-048,356476.3,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,TRANSMISSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8921 CV 251-048,40537.12,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8924 CV 251-049,286205.13,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8924 CV 251-049,4718447.6,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8924 CV 251-049,367032.12,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8924 CV 251-049,90272.91,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8924 CV 251-049,367256.42,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8924 CV 251-049,25747.38,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,STEERING SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8924 CV 251-049,874698.3,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8924 CV 251-049,55078.04,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8925 CV 251-050,4718447.6,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8925 CV 251-050,471689.18,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8925 CV 251-050,273452.16,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8925 CV 251-050,50000.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8925 CV 251-050,3675.15,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,STEERING SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8925 CV 251-050,1762150.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8012 CZ 251-051,2201719.4,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8012 CZ 251-051,30297.14,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8012 CZ 251-051,4516.24,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,STEERING SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8012 CZ 251-051,16250.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8012 CZ 251-051,1021506.09,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8013 CZ 251-052,38425.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8013 CZ 251-052,2201719.4,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8013 CZ 251-052,768998.14,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8013 CZ 251-052,11600.42,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,HYDRAULIC SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8013 CZ 251-052,52714.86,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8013 CZ 251-052,786785.38,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,AIR SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,80554.88,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,110565.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,468883.39,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,TRANSMISSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,104183.16,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,2201719.4,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,873366.67,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,445341.53,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,99990.09,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,50000.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,3200.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,HYDRAULIC SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,79072.29,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,STEERING SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,563750.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,67363.72,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8016 CZ 251-054,286205.13,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8016 CZ 251-054,1050557.48,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8016 CZ 251-054,1914864.23,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,FINAL DRIVE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8016 CZ 251-054,765000.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,FRAME BODY & GUARD SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8016 CZ 251-054,128804.14,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8015 CZ 251-055,18392.46,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,SUSPENSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD DA 8015 CZ 251-055,1077739.11,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD 25-85 251-056,184275.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD 25-85 251-056,358705.13,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,WHEEL & TYRE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD 25-85 251-056,6920167.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD 25-85 251-056,52553.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,ELECTRICAL SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD 25-85 251-056,26265.31,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD 25-85 251-056,19500.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,HYDRAULIC SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD 25-85 251-056,395361.45,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,ENGINE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD 25-86 251-057,434105.13,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,RUTIN,TRANSMISSION SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD 25-86 251-057,173638.6,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD 25-86 251-057,296257.76,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,DIFFENTTIAL & REAR AXLE SYSTEM,SPAREPART,DUMP TRUCK HINO 130 HD 25-86 251-057,13500.0,PEMAKAIAN PERSEDIAAN Jun 2026
2026-06-30,Jun,6,SUNGAI DANAU,PLANTATION,NON RUTIN,BRAKE SYSTEM,SPAREPART,DUMP TRUCK HINO 130HD DA 8475 JJ 251-059,1916517.0,PEMAKAIAN PERSEDIAAN Jun 2026
